	coffee_in_cafe	cost_beer	cost_coworking	cost_expat	cost_nomad	female_friendly	fragile_states_index	free_wifi_available	freedom_score	friendly_to_foreigners	internet_speed	latitude	leisure	lgbt_friendly	life_score	longitude	nightlife	nomadScore	nomad_score	peace_score	place	places_to_work	press_freedom_index	racism	safety	weed
731	1.49	1.49	274.99	2545	1823	0.4	81.8	0.4	0.6	0.6	2	6.8	0.4	0.2	0.5	39.2833	0.4	0.45	0.45	0.4	Dar es Salaam	0.2	28.65	0.0	0.4	0
732	2.67	2.67	72.92	1279	1622	0.6	74.9	0.4	0.2	0.6	2	39.625871	0.4	0.4	0.58	118.1837082	0.4	0.45	0.45	0.6	Tangshan	0.4	80.96	0.4	0.6	0
733	2.03	2.03	81.25	927	1170	0.6	84.7	0.6	0.2	1.0	4	7.190708	0.8	0.4	0.6	125.455341	0.6	0.45	0.45	0.4	Davao	0.6	44.66	0.4	0.8	0
734	1.11	1.11	59.06	451	1408	0.4	79.6	0.4	0.2	0.6	2	23.3431425	0.4	0.4	0.53	85.1812404	0.2	0.45	0.45	0.4	Ranchi	0.4	43.17	0.6	0.4	0
735	0.73	0.73	59.25	488	706	0.8	74.9	0.4	0.2	0.4	1	38.8667	0.4	0.4	0.5	115.4667	0.4	0.45	0.45	0.6	Baoding	0.2	80.96	0.4	0.8	0
736	1.13	1.13	126.98	771	1203	0.4	97.7	0.0	0.4	0.6	3	0.313611	0.6	0.4	0.4	32.581111	0.4	0.45	0.45	0.2	Kampala	0.8	32.58	0.0	0.4	0
737	2.19	2.19	177.92	984	1209	0.8	74.9	0.4	0.2	0.4	3	45.75	0.4	0.4	0.56	126.6333	0.4	0.44	0.44	0.6	Harbin	0.4	80.96	0.4	0.8	0
738	6.0	6.0	488.0	3096	3458	0.6	71.2	0.4	0.8	0.6	7	5.55	0.8	0.2	0.46	-0.2	0.8	0.44	0.44	0.6	Accra	0.2	17.95	0.6	0.2	0
739	1.98	1.98	249.16	1330	2472	0.6	79.8	0.2	0.2	0.4	5	14.0839053	0.4	0.2	0.41	-87.2750132	0.2	0.44	0.44	0.4	Tegucigalpa	0.2	44.62	0.6	0.2	0
740	4.55	4.55	369.8	1828	2014	0.6	81	0.4	0.2	0.6	3	43.133333	0.4	0.2	0.54	131.9	0.6	0.43	0.43	0.4	Vladivostok	0.4	49.03	0.4	0.8	0
741	0.63	0.63	51.58	595	1850	0.6	83.8	0.6	0.2	0.6	4	38.536667	0.6	0.4	0.5	68.78	0.8	0.43	0.43	0.4	Dushanbe	0.6	50.34	0.0	0.4	0
742	0.96	0.96	32.12	615	2188	0.58	90.2	0.4	0.2	0.4	0	31.2000924	0.8	0.2	0.44	29.9187387	0.4	0.43	0.43	0.2	Alexandria	0.4	54.45	0.6	0.4	0
743	0.8	0.8	65.28	319	2374	0.6	90.2	0.4	0.2	0.8	0	31.2652893	0.4	0.2	0.47	32.3018661	0.4	0.42	0.42	0.2	Port Said	0.4	54.45	0.6	0.6	0
744	2.67	2.67	72.92	900	1143	0.6	74.9	0.4	0.2	0.6	4	47.3447368	0.4	0.4	0.54	123.8250676	0.4	0.42	0.42	0.6	Qiqihar	0.4	80.96	0.4	0.6	0
745	2.0	2.0	183.0	2084	3706	0.2	DotMap()	0.4	DotMap()	0.8	3	36.191111	0.4	0.2	0.61	44.009167	0.4	0.42	0.42	DotMap()	Erbil	0.4	DotMap()	0.6	0.4	0
746	1.12	1.12	246.33	1416	1493	0.4	97.2	0.4	0.2	0.6	2	8.9806034	0.6	0.2	0.42	38.7577605	0.4	0.42	0.42	0.2	Addis Ababa	0.4	45.13	0.0	0.4	0
747	0.0	0.0	262.33	500	2234	0.2	86.9	0.2	0.2	0.4	3	32.6622111	0.2	0.2	0.45	51.5469411	0.2	0.42	0.42	0.4	Isfahan	0.2	66.52	0.2	0.4	0
748	0.93	0.93	78.36	502	1270	0.6	90.2	0.4	0.2	0.6	0	28.4956014	0.2	0.2	0.27	34.4829166	0.2	0.42	0.42	0.2	Dahab	0.4	54.45	0.6	0.2	0
749	2.67	2.67	72.92	1856	3387	0.6	74.9	0.4	0.2	0.6	2	39.942517	0.4	0.4	0.57	119.4615471	0.4	0.4	0.4	0.6	Qinhuangdao	0.4	80.96	0.4	0.6	0
750	0.96	0.96	58.36	749	1259	0.6	103.5	0.2	0.4	0.6	1	7.3775	0.4	0.4	0.29	3.947	0.4	0.39	0.39	0.2	Ibadan	0.4	35.9	0.0	0.4	0
751	5.0	5.0	100.0	1624	2844	0.2	100.5	0.2	0.2	0.6	2	-17.863889	0.6	0.2	0.31	31.029722	0.4	0.38	0.38	0.2	Harare	0.2	40.41	0.0	0.4	0
752	0.96	0.96	95.68	1972	1330	0.4	103.5	0.2	0.4	0.8	4	6.5243793	0.6	0.2	0.29	3.3792057	0.8	0.38	0.38	0.2	Lagos	0.4	35.9	0.0	0.4	0
753	4.99	4.99	304.25	1540	5286	0.2	86.9	0.4	0.2	0.8	2	35.696111	0.8	0.2	0.55	51.423056	0.2	0.38	0.38	0.4	Tehran	0.4	66.52	0.4	0.6	0
754	2.87	2.87	0.01	797	1789	0.6	103.8	0.0	0.4	0.6	1	9.6355536	0.4	0.2	0.32	-13.7188249	0.2	0.37	0.37	0.2	Conakry	0.4	33.08	0.6	0.4	0
755	1.28	1.28	453.36	1366	2103	0.2	97.8	0.4	0.2	0.4	3	3.8302938	0.2	0.2	0.35	11.3703663	0.4	0.37	0.37	0.2	Yaounde	0.4	40.53	0.2	0.4	0
756	6.58	6.58	139.71	4020	4732	0.4	90.5	0.6	0.4	1.0	5	-8.838333	0.8	0.6	0.28	13.234444	0.6	0.37	0.37	0.2	Luanda	1.0	39.89	0.0	0.2	0
757	4.15	4.15	28.58	678	2577	0.2	101.7	0.4	0.2	0.4	2	31.4482891	0.2	0.2	0.26	72.9339314	0.2	0.36	0.36	0.2	Faisalabad	0.4	48.52	0.2	0.4	0
758	1.08	1.08	252.5	884	1557	0.4	78.5	0.4	0.4	0.8	2	-16.5207123	0.6	0.4	0.42	-68.0915129	0.6	0.35	0.35	0.4	La Paz	0.4	31.78	0.8	0.2	0
759	2.79	2.79	195.45	1243	2467	0.4	69.9	0.4	0.6	0.8	4	-26.2041028	0.6	0.6	0.42	28.0473051	0.4	0.35	0.35	0.6	Johannesburg	0.8	21.92	0.6	0.2	0
760	0.84	0.84	204.1	4104	4119	0.6	90.5	0.4	0.4	0.6	1	-12.7699636	0.4	0.2	0.39	15.6713637	0.6	0.35	0.35	0.2	Huambo	0.2	39.89	0.4	0.4	0
761	1.96	1.96	427.85	1118	2015	0.2	103.5	0.2	0.4	0.4	1	4.8241508	0.4	0.2	0.28	6.8934591	0.2	0.35	0.35	0.2	Port Harcourt	0.4	35.9	0.4	0.4	0
762	1.54	1.54	125.24	1032	780	0.4	111.5	1.0	0.2	0.8	1	15.5006544	0.4	0.2	0.22	32.5598994	0.4	0.35	0.35	0.2	Khartoum	0.4	72.53	0.0	0.4	0
763	0.95	0.95	77.48	1258	1423	0.2	101.7	0.2	0.2	0.4	2	33.7293882	0.4	0.2	0.26	73.0931461	0.2	0.34	0.34	0.2	Islamabad	0.4	48.52	0.8	0.4	0
764	1.67	1.67	121.9	1146	1913	0.4	83.2	0.4	0.4	0.8	4	14.613333	0.6	0.2	0.36	-90.535278	0.4	0.34	0.34	0.4	Guatemala City	0.4	38.03	0.6	0.2	0
765	0.96	0.96	58.36	510	1889	0.4	103.5	0.2	0.4	0.6	1	12.0022	0.4	0.4	0.28	8.592	0.2	0.33	0.33	0.2	Kano	0.2	35.9	0.0	0.4	0
766	0.83	0.83	74.19	3810	1702	0.2	110.8	0.2	0.2	0.2	5	51.295152	0.2	0.2	0.02	-1.0670713	0.2	0.3	0.3	0.2	Hama	0.4	81.35	0.4	0.2	0
767	2.83	2.83	174.41	616	4245	0.2	101.7	0.4	0.2	0.2	1	33.9915645	0.6	0.2	0.26	71.3735298	0.2	0.3	0.3	0.2	Peshawar	0.2	48.52	0.2	0.4	0
768	2.5	2.5	200.0	1356	2507	0.4	81.6	0.4	0.2	0.6	3	10.4696404	0.4	0.4	0.31	-66.8037185	0.6	0.29	0.29	0.4	Caracas	0.2	44.77	0.6	0.2	0
769	3.0	3.0	243.51	2463	3461	0.2	86.2	0.2	0.6	0.4	2	-9.4438004	0.4	0.2	0.31	147.1802671	0.2	0.29	0.29	0.4	Port Moresby	0.2	25.81	0.0	0.2	0
770	2.04	2.04	288.58	2013	2833	0.2	91	0.2	0.6	0.4	0	8.4543905	0.2	0.2	0.22	-13.2936872	0.2	0.23	0.23	0.2	Freetown	0.4	29.94	0.4	0.2	0
771	2.48	2.48	201.55	1148	2525	0.2	96.4	0.4	0.2	0.8	3	32.8133112	0.4	0.2	0.22	13.1048449	0.2	0.21	0.21	0.2	Tripoli	0.4	57.89	0.0	0.2	0
772	0.71	0.71	28.58	624	915	0.2	101.7	0.4	0.2	0.4	2	33.598394	0.2	0.2	0.1	73.0441352	0.4	0.21	0.21	0.2	Rawalpindi	0.2	48.52	0.8	0.2	0
773	2.5	2.5	28.58	409	1449	0.2	101.7	0.4	0.2	0.4	1	32.1452177	0.2	0.2	0.11	74.1193111	0.2	0.21	0.21	0.2	Gujranwala	0.4	48.52	0.2	0.2	0
774	2.38	2.38	114.3	1106	3144	0.2	101.7	0.4	0.2	0.6	3	24.8614622	0.2	0.2	0.12	67.0099388	0.4	0.2	0.2	0.2	Karachi	0.4	48.52	0.8	0.2	0
775	2.65	2.65	215.73	1079	1162	0.2	110.8	0.2	0.2	0.2	2	33.513	0.2	0.2	0.01	36.292	0.2	0.19	0.19	0.2	Damascus	0.4	81.35	0.0	0.2	0
776	4.0	4.0	28.58	332	2637	0.2	101.7	0.4	0.2	0.4	2	29.3890359	0.2	0.2	0.11	71.635921	0.2	0.18	0.18	0.2	Bahawalpur	0.4	48.52	0.2	0.2	0
777	2.0	2.0	183.0	1453	2980	0.2	104.7	0.4	0.2	0.4	3	33.325	0.2	0.2	0.09	44.422	0.2	0.17	0.17	0.2	Baghdad	0.4	54.35	0.6	0.2	0
778	1.6	1.6	32.01	760	1099	0.4	80.2	0.6	0.2	1.0	4	3.420556	0.6	0.4	0.36	-76.522222	1.0	0.16	0.16	0.4	Cali	0.4	44.11	0.4	0.2	1
779	5.0	5.0	360.0	1441	5009	0.2	93.9	0.2	0.2	0.2	1	39.0194	0.2	0.2	0.14	125.7381	0.4	0.15	0.15	0.2	Pyongyang	0.2	83.76	0.0	0.2	0
780	0.0	0.0	182.69	3749	10121	0.2	104.7	0.2	0.2	0.6	2	30.5311616	0.4	0.2	0.12	47.6319457	0.2	0.0	0.0	0.2	Basra	0.2	54.35	0.2	0.2	0
