	education	like	username	work	edu_str	cities	countries	followers	following
3422			@colinorij			3	1	6	8
3423			@grantcharge			3	3	1	2
3424			@adrianocelentano	['Mobile Dev']		3	3	1	1
3425			@amutz1976			2	2	0	1
3426			@visualfuel			2	1	0	0
3427	"[""Bachelor's Degree""]"	['Staying up late', 'Dogs', 'Tea', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Cycling', 'Motorcycling', 'Football', 'Reading', 'Extrovert', 'Documentaries', 'Movies', 'Acoustic music', 'Photography', 'Cooking', 'Dancing', 'Partying', 'Feminism', 'Progressive politics']	@androbwebb	['Web Dev', 'Software Dev', 'Mobile Dev', 'Finance']	Bachelor's Degree	17	8	0	0
3428			@jfren			6	5	0	0
3429			@rebeccachulse			7	6	0	0
3430			@sadokx	['UI/UX Design']		5	4	13	16
3431	"[""Bachelor's Degree""]"	['Waking up early', 'Staying up late', 'Dogs', 'Coffee', 'Wine', 'Beer', 'Drinking alcohol', 'Mexican food', 'Italian food', 'Fitness', 'Snowboarding', 'Reading', 'Introvert', 'Beach', 'Documentaries', 'Movies', 'Electronic music', 'Film making', 'Backpacking', 'Vanlife', 'Partying']	@christensentr	['Web Dev', 'Crypto', 'Fitness']	Bachelor's Degree	5	4	1	0
3432			@lilobase			36	9	3	2
3433			@pparma			5	5	0	0
3434			@jaunis			4	3	0	0
3435	"[""Master's Degree""]"	['Coffee', 'Wine', 'Drinking alcohol', 'Eating fish', 'Beach']	@alanhalley	['Software Dev', 'Mobile Dev']	Master's Degree	2	2	0	0
3436			@coinerz			0	0	6	0
3437			@uibiquity			8	8	7	8
3438		['Beer', 'Writing']	@britseeingstars	['Software Dev', 'Community']		0	0	7	4
3439			@oceanfiredance			7	4	0	0
3440			@charlesworthjc			4	4	3	8
3441			@kevinjamesparks			2	2	0	0
3442			@sinnot	['Startup Founder']		1	1	3	8
3443		['Staying up late', 'Coffee', 'No alcohol', 'Yoga', 'Running', 'Cycling', 'Photography']	@hpoul	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Fitness']		8	5	0	0
3444			@jackh	['Startup Founder']		0	0	5	1
3445		['Writing']	@mrdanielschwarz	['Startup Founder']		9	9	15	9
3446			@pedreira05			2	1	0	0
3447			@the_nomad_polymath			4	2	0	0
3448			@kultvar			0	0	12	20
3449			@pzatrick			3	3	1	1
3450			@alan			61	23	1	0
3451	['High School']	['Coffee', 'Wine', 'Mexican food', 'Italian food', 'Chinese food', 'Outdoors', 'Running', 'Reading', 'Philosophy', 'Photography']	@robschad	['Coach', 'Fitness', 'Marketing', 'Ecommerce']	High School	8	7	0	0
3452			@danielbeck82	['Startup Founder']		1	1	1	3
3453			@dualta			0	0	0	2
3454			@giovanni			3	3	0	0
3455			@flyingjulie			2	2	0	0
3456			@flywithdmax			1	1	0	0
3457			@romanmandryk			4	3	1	1
3458			@spiceninja	['Startup Founder']		2	2	1	1
3459			@gaotongfei			0	0	1	1
3460			@stephenkrohn			4	3	5	1
3461			@erlend_sh	['Community']		5	5	2	0
3462			@simoelalj			3	2	0	0
3463			@traveladdict19			10	5	0	0
3464			@benlenarts			5	5	9	11
3465			@giorgenes	['Software Dev', 'Data']		3	3	9	16
3466	"[""Master's Degree""]"		@steph2l	['Web Dev', 'Data', 'Fitness', 'Marketing', 'Ecommerce', 'SaaS', 'Sports']	Master's Degree	13	10	2	0
3467		['Staying up late', 'Cats', 'Dogs', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Eating fish', 'Outdoors', 'Yoga', 'Spiritual', 'Reading', 'Introvert', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Singing', 'Dancing', 'Partying']	@scottroy01	['Data', 'Marketing']		17	8	0	0
3468	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Dogs', 'Wine', 'Vegan', 'Vegetarian']	@karthicashokan	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Creative']	High School, Bachelor's Degree, Master's Degree	1	1	0	1
3469			@thrivehivelive			5	3	0	0
3470			@joshuapinter	['Product Manager']		1	1	11	2
3471			@kevit			0	0	2	0
3472			@whitterstew			5	2	1	0
3473			@aja00			1	1	0	0
3474			@jpawlak2			1	1	0	0
3475			@otsuka1007			2	2	5	1
3476			@nomads_and_drifters			3	2	0	0
3477			@nachopescado	['Web Dev', 'Software Dev', 'Startup Founder']		7	4	5	3
3478			@michellaneousw			17	14	0	0
3479		['Photography']	@nomadwalkabout	['Journalism']		2	1	0	0
3480			@heleneschmit	['Coach']		4	3	2	1
3481			@tallguy55			2	2	0	0
3482			@dantoml			9	5	32	9
3483	"[""Bachelor's Degree""]"	['Waking up early', 'Drinking alcohol', 'Korean food', 'Japanese food', 'Chinese food', 'Hiking', 'Outdoors', 'Spiritual', 'Diving', 'Running', 'Reading', 'Introvert', 'Movies', 'Backpacking']	@cylim	['Web Dev', 'Software Dev', 'Mobile Dev', 'Crypto']	Bachelor's Degree	13	7	2	7
3484			@klemenselakovic	['UI/UX Design']		1	1	1	1
3485		['Writing']	@markorandelovic	['Journalism']		1	1	3	0
3486			@raphaeld	['Sales']		1	1	0	0
3487			@axelut	['Startup Founder']		24	15	14	16
3488			@annalena			6	6	0	0
3489	"[""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Tea', 'Coffee', 'Vegan', 'Hiking', 'Outdoors', 'Spiritual', 'Swimming', 'Reading', 'Introvert', 'Cooking', 'Drawing', 'Singing']	@oliviasuguri	['Creative']	Bachelor's Degree	4	3	0	0
3490			@andrewso			8	3	0	0
3491	"[""Master's Degree""]"	['Tea', 'Coffee', 'Cocktails', 'No alcohol', 'Eating meat', 'Eating fish', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Swimming', 'Running', 'Cycling', 'Reading', 'Gaming', 'Beach', 'Shopping', 'History', 'Documentaries', 'Philosophy', 'Movies']	@paulgr3	['Startup Founder']	Master's Degree	54	25	0	0
3492			@sami_trki	['Web Dev']		15	8	0	0
3493			@mathieu			20	11	4	3
3494			@nesha8x8	['Software Dev']		0	0	0	3
3495			@melissahui	['UI/UX Design']		1	1	11	9
3496			@jowo			1	1	0	0
3497			@kuany870			4	4	0	0
3498			@kodecreative			8	3	2	2
3499			@evaneustace			16	13	0	0
3500			@michael183			1	1	0	1
3501			@alvinsj			29	22	9	11
3502	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Running', 'Skiing', 'Football', 'Tennis', 'Reading', 'Gaming', 'Extrovert', 'Third Culture Kid', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Photography', 'Backpacking', 'Partying']	@janfabisiak	['Startup Founder', 'Finance', 'Education', 'Politics', 'Journalism', 'Coach', 'Geo', 'Sports']	Master's Degree	2	2	0	0
3503			@stretford_dogs			1	1	1	2
3504	"[""Bachelor's Degree"", ""Master's Degree""]"	['Cats', 'Tea', 'Coffee', 'Beer', 'Vegan', 'Vegetarian', 'Pescetarian', 'Hiking', 'Yoga', 'Surfing', 'Kitesurfing', 'Swimming', 'Cycling', 'Skiing', 'Reading', 'Gaming', 'Documentaries', 'Movies', 'Cooking', 'Backpacking']	@bastienfp	['Web Dev', 'Startup Founder', 'Finance', 'Product Manager', 'Data', 'Marketing', 'Sales', 'Ecommerce', 'SaaS', 'Logistics', 'Hospitality']	Bachelor's Degree, Master's Degree	1	1	0	0
3505		['Vegan']	@da11iard			0	0	0	1
3506			@illunious			7	4	1	1
3507			@andrewcross7			2	2	0	0
3508			@almograz			1	1	0	0
3509			@brittanyhill023			9	8	0	0
3510			@noqcks			1	1	0	1
3511			@sunnykgupta	['Startup Founder']		3	1	4	6
3512			@patelkrystal			35	22	3	0
3513			@chrisjeon	['Software Dev']		1	1	1	2
3514		['Beer']	@erinnlspringer			5	4	5	8
3515	"[""Bachelor's Degree""]"	['Coffee']	@phil	['Startup Founder', 'Hospitality']	Bachelor's Degree	30	11	1	1
3516			@larobotte			3	2	5	3
3517			@sosnovsky			0	0	3	6
3518			@wlavell			1	1	0	0
3519			@solra			13	5	0	0
3520			@albertjllo			31	16	0	0
3521			@dvcolgan			5	3	7	4
3522	"[""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Dogs', 'Coffee', 'Wine', 'Korean food', 'Japanese food', 'Chinese food', 'Outdoors', 'Yoga', 'Spiritual', 'Running', 'Beach', 'Documentaries', 'Philosophy', 'Writing']	@hadarhazangmailcom	['Medical', 'Community']	Bachelor's Degree, Master's Degree	1	1	0	0
3523		['Writing']	@tkrunning			139	47	90	326
3524		['Waking up early', 'Staying up late', 'Tea']	@robertlachnitt			5	5	0	0
3525			@kedaniels34			4	4	0	0
3526			@imagitec			3	1	0	3
3527			@kasia55			2	2	0	0
3528			@jameshowitt			5	4	0	0
3529			@querylous			1	1	0	0
3530	"[""Master's Degree""]"	['Cats', 'Dogs', 'Tea', 'Wine', 'Eating fish', 'Vegan', 'Vegetarian', 'Pescetarian', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Introvert', 'Dancing']	@leesea		Master's Degree	1	1	0	0
3531			@charlesedward			10	6	0	0
3532			@damianlaw_mossy	['Software Dev']		1	1	0	0
3533			@ggeorgiev			2	2	69	89
3534			@jaythi			11	6	0	0
3535			@ericvandenbroek	['Startup Founder']		3	3	16	11
3536			@psyclmao			5	5	0	0
3537			@examachine	['Startup Founder']		0	0	2	1
3538			@evan_t			11	7	1	1
3539			@jeanmoncrieff	['Startup Founder', 'Marketing']		8	8	6	2
3540			@stackhousehouse			0	0	4	3
3541			@clr			12	8	0	0
3542	['High School']	['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Coffee', 'Cocktails', 'Wine', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Japanese food', 'Mexican food', 'Italian food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Diving', 'Swimming', 'Cycling', 'Motorcycling', 'Snowboarding', 'Skiing', 'Race sports', 'Reading', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Acoustic music', 'Electronic music', 'Cooking', 'Dancing', 'Partying', 'Centrist politics']	@jonathancoxon	['Startup Founder', 'Finance']	High School	5	4	0	2
3543		['Feminism']	@tracyrusso			3	2	1	1
3544			@federicopistono			2	1	0	0
3545			@rodico			3	2	0	0
3546			@srg_b			16	11	1	1
3547	"[""Bachelor's Degree""]"	['Staying up late', 'Dogs', 'Tea', 'Cocktails', 'Wine', 'Eating meat', 'Korean food', 'Japanese food', 'Italian food', 'Chinese food', 'Outdoors', 'Yoga', 'Diving', 'Swimming', 'Reading', 'Introvert', 'History', 'Movies', 'Acoustic music', 'Photography', 'Feminism']	@alita	['Education', 'Creative', 'Blogging', 'Geo', 'Architecture', 'Hospitality']	Bachelor's Degree	71	19	2	0
3548			@francoisx			32	15	0	0
3549			@scrb	['Web Dev', 'Software Dev', 'Crypto']		1	1	0	0
3550			@floridastnole			8	4	0	1
3551	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Tea', 'Coffee', '420', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Spiritual', 'Swimming', 'Running', 'Motorcycling', 'Skateboarding', 'Reading', 'Gaming', 'Writing', 'Feminism']	@dinhhoaitram	['Education', 'Creative', 'Blogging']	Bachelor's Degree	1	1	0	0
3552			@shidhincr			0	0	7	14
3553			@marimalari			10	7	0	1
3554			@raphael_b			0	0	7	3
3555			@robertbirchall			3	2	1	0
3556			@georgemillo			0	0	3	0
3557			@ryangum	['Startup Founder', 'Marketing']		0	0	18	13
3558			@captaing			10	6	0	5
3559			@tim949			1	1	0	0
3560			@johnnybd			13	7	1	2
3561			@pablomolnar			0	0	1	0
3562			@cowlicks			1	1	0	1
3563			@isabellabrookes			23	14	29	39
3564			@mw			5	4	2	4
3565	"['High School', ""Bachelor's Degree""]"	['Waking up early', 'Cats', 'Coffee', 'Beer', 'Drinking alcohol', 'Eating meat', 'Mexican food', 'Italian food', 'Fitness', 'Snowboarding', 'Skiing', 'Fight sports', 'Football', 'Reading', 'Beach', 'Movies', 'Electronic music', 'Cooking', 'Dancing', 'Partying']	@daanpruijssers	['Web Dev', 'UI/UX Design', 'Startup Founder', 'Creative', 'Blogging', 'Fitness', 'Marketing', 'Sales', 'Ecommerce', 'SaaS', 'Sports']	High School, Bachelor's Degree	3	3	1	1
3566			@eduardezeanu	['Coach']		0	0	1	2
3567			@yimmj			2	2	0	0
3568			@iramalama	['Software Dev']		47	24	2	0
3569			@kcseton			3	2	0	0
3570			@muratkun			1	1	3	3
3571	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Tea', 'Cocktails', 'Wine', 'Beer', 'Eating meat', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Outdoors', 'Yoga', 'Reading', 'Gaming', 'Beach', 'Shopping', 'History', 'Documentaries', 'Movies', 'Backpacking', 'Feminism', 'Progressive politics']	@malika	['Education']	Master's Degree	66	29	0	1
3572			@vanvleit	['Startup Founder']		0	0	1	1
3573			@jadi4nd			6	4	0	0
3574	"[""Bachelor's Degree""]"		@jjperezaguinaga	['Startup Founder']	Bachelor's Degree	0	0	8	4
3575			@jacobeus	['Startup Founder', 'Fitness']		3	3	0	0
3576			@thomasascioglu			4	4	1	0
3577			@kristine_s_			2	2	1	0
3578			@arianna			2	2	0	1
3579		['Staying up late', 'Tea', 'Eating meat', 'Korean food', 'Japanese food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Diving', 'Cycling', 'Motorcycling', 'Reading', 'Cooking', 'Dancing', 'Partying']	@nateyu	['Startup Founder', 'Crypto', 'Marketing', 'Ecommerce']		28	10	1	0
3580			@juhakovanen			7	5	0	0
3581			@dany	['Software Dev', 'Data']		1	1	0	1
3582			@icastanheda			6	4	3	3
3583			@cansinyildiz	['Web Dev']		0	0	0	1
3584			@maxsalven			1	1	0	3
3585		['Staying up late', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Outdoors', 'Diving', 'Swimming', 'Skiing', 'Gaming', 'Extrovert', 'Introvert', 'Beach', 'Shopping', 'History', 'Movies', 'Film making', 'Singing', 'Backpacking', 'Feminism', 'Progressive politics']	@far_and_wide_with_joe	['Blogging', 'Data', 'Marketing', 'Sales', 'Support', 'Hospitality']		59	27	0	0
3586			@blakebo	['Software Dev']		4	4	6	2
3587			@anamatsusaki			7	4	2	0
3588			@londonday			4	4	0	0
3589		['Outdoors']	@flygeneticist	['Web Dev', 'Startup Founder']		22	13	9	11
3590			@cnd_illusions			2	2	0	0
3591			@michaelfreer5			5	5	0	0
3592		['Outdoors', 'Photography']	@msfx	['VR Dev']		7	1	2	1
3593			@dmitriyabr			23	11	0	0
3594			@leghoff			7	7	0	0
3595			@wildcard604			18	11	0	0
3596	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Cocktails', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Vegetarian', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Reading', 'Extrovert', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Electronic music', 'Writing', 'Cooking', 'Backpacking', 'Partying']	@carosimon	['Web Dev', 'Software Dev', 'Education', 'Coach', 'SaaS']	Bachelor's Degree	71	19	0	3
3597			@philsalesses			38	24	2	0
3598			@ericvan	['Marketing']		3	2	8	8
3599			@jasongalvin			21	9	0	3
3600			@gnkarla			3	3	0	0
3601			@gkatsanos			0	0	2	0
3602			@allenpreneur			13	6	0	0
3603	"[""Bachelor's Degree""]"	['Tea', 'Coffee', 'Japanese food', 'Hiking', 'Climbing', 'Yoga', 'Swimming', 'Running', 'Motorcycling', 'Beach', 'Philosophy', 'Movies', 'Backpacking', 'Dancing', 'Partying']	@mayukojpn	['Web Dev', 'Blogging', 'Community', 'Sales']	Bachelor's Degree	27	20	0	5
3604			@simonscott			1	1	2	0
3605			@thefeed2000			0	0	17	0
3606			@valeriefidan			0	0	2	0
3607			@allnacho			2	2	25	43
3608			@hmanji			3	3	0	0
3609		['Film making']	@kickthegrind			2	2	21	9
3610			@ykfoo2			1	1	0	0
3611			@andrewculver	['Startup Founder']		21	10	65	34
3612			@luciazw	['Marketing']		8	7	11	6
3613			@patrickbolle			3	3	1	0
3614			@rfmoerdowo			29	10	0	2
3615	"[""Master's Degree""]"	['Coffee', 'Cocktails', 'Wine', 'Beer', '420', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Climbing', 'Outdoors', 'Spiritual', 'Snowboarding', 'Skiing', 'Football', 'Third Culture Kid', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Backpacking']	@shotsuda	['Startup Founder', 'Crypto', 'Creative', 'Community']	Master's Degree	5	3	1	13
3616			@johanhenriksson			0	0	8	16
3617			@hella_gela			24	10	0	0
3618			@tehgreggles			2	2	0	0
3619			@yildizalidzhikova			22	15	2	1
3620			@jannisnbetschki			4	3	0	0
3621			@piggybackrideaz			0	0	23	26
3622		['Crossfit']	@elliotyeo			13	7	9	15
3623	"[""Master's Degree""]"	['Staying up late', 'Wine', 'Beer', 'Drinking alcohol', 'Vegan', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Hiking', 'Swimming', 'Reading', 'Extrovert', 'Beach', 'History', 'Movies', 'Acoustic music', 'Writing', 'Cooking', 'Singing', 'Backpacking', 'Dancing', 'Partying', 'Feminism', 'Progressive politics']	@info361	['Blogging', 'Marketing']	Master's Degree	2	1	0	0
3624	"['High School', ""Bachelor's Degree""]"	['Staying up late', 'Beer', 'Eating meat', 'Vegetarian', 'Pescetarian', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Tennis', 'Reading', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Photography', 'Progressive politics', 'Centrist politics', 'Conservative politics']	@chodane	['Finance']	High School, Bachelor's Degree	9	5	0	0
3625			@nomannator			1	1	0	1
3626			@tschentscher	['Web Dev', 'Startup Founder', 'Data']		0	0	1	1
3627		['Waking up early', 'Staying up late', 'Cats', 'Dogs', 'Tea', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'No alcohol', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Crossfit', 'Outdoors', 'Spiritual', 'Swimming', 'Running', 'Motorcycling', 'Snowboarding', 'Football', 'Golf', 'Tennis', 'Gaming', 'Third Culture Kid', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Backpacking']	@bastienbricout	['Finance', 'Crypto', 'Creative', 'Blogging', 'Coach', 'Marketing', 'Sales', 'Ecommerce']		19	9	1	0
3628			@suzanbalaa			1	1	0	0
3629			@benstarr88			1	1	0	1
3630			@dragho			8	6	0	0
3631			@vanschneider			0	0	520	13
3632			@nethunter			32	22	0	4
3633			@kevmar08	['Mobile Dev']		14	13	12	9
3634			@amin89			0	0	0	2
3635			@flexhuddle	['Community']		0	0	2	0
3636			@alex_marchant			6	5	0	0
3637			@adambard			8	7	12	4
3638			@tanichambers			2	2	0	0
3639			@mlakhia			4	3	5	4
3640			@agrberg			18	10	1	0
3641			@risico			2	2	2	2
3642			@westegggatsby			16	3	0	1
3643			@svichot			13	6	3	3
3644		['Dogs', 'Coffee', 'No alcohol', '420', 'Paleo', 'Eating fish', 'Japanese food', 'Fitness', 'Outdoors', 'Surfing', 'Kitesurfing', 'Motorcycling', 'Snowboarding', 'Reading', 'Beach', 'Philosophy', 'Movies', 'Writing', 'Film making']	@cedric	['Web Dev', 'UI/UX Design']		2	1	0	0
3645			@amber			18	5	1	2
3646			@scuba_nicki			4	3	0	0
3647			@coleton			2	2	0	0
3648			@taylorletterman	['Web Dev', 'Marketing']		0	0	11	15
3649			@canuckdan			4	3	0	1
3650			@monkeyinsf			7	7	0	0
3651			@effy_young			5	4	0	0
3652			@ashleystonedrum			2	2	0	0
3653			@ambroisedebret			37	11	0	1
3654			@imonterodin			3	2	0	0
3655			@mike1			4	2	1	0
3656		['Waking up early', 'Dogs', 'Coffee', 'Wine', 'Drinking alcohol', '420', 'Eating fish', 'Vegetarian', 'Pescetarian', 'Japanese food', 'Mexican food', 'Fitness', 'Hiking', 'Outdoors', 'Yoga', 'Surfing', 'Running', 'Cycling', 'Sailing', 'Golf', 'Reading', 'Introvert', 'Beach', 'Documentaries', 'Movies', 'Cooking', 'Backpacking']	@shaneboug	['Coach', 'Fitness', 'Sports']		6	3	0	0
3657			@tinetoon			3	3	0	0
3658			@nicolasfrederic			0	0	0	1
3659			@sheisanomadph			4	1	0	1
3660	"[""Bachelor's Degree""]"	['Waking up early', 'Dogs', 'Coffee', 'Beer', 'Drinking alcohol', 'Eating meat', 'Korean food', 'Japanese food', 'Hiking', 'Climbing', 'Running', 'Gaming', 'Documentaries', 'Acoustic music', 'Feminism', 'Conservative politics']	@jongjin	['Web Dev', 'Startup Founder', 'Politics', 'Creative', 'Community', 'SaaS']	Bachelor's Degree	5	5	47	156
3661			@martinstenius			2	2	1	1
3662			@rachelanderson359			1	1	0	0
3663			@pfitznerrene			3	3	0	0
3664			@fabienrosier			1	1	0	0
3665			@mhjarahi			0	0	0	1
3666			@maxarrowhead			7	5	0	0
3667			@andremccarv			3	3	0	1
3668			@joreira			2	2	10	5
3669			@atu			16	12	193	64
3670			@picsoung	['Startup Founder']		0	0	23	32
3671		['Staying up late', 'Dogs', 'Coffee', 'Wine', 'Beer', 'Italian food', 'Chinese food', 'Hiking', 'Climbing', 'Outdoors', 'Spiritual', 'Running', 'Reading', 'Philosophy', 'Movies', 'Writing', 'Cooking']	@naumank	['Web Dev', 'Startup Founder', 'Creative', 'Journalism', 'Blogging', 'Marketing']		1	1	0	1
3672	"[""Master's Degree""]"	['Staying up late', 'Coffee', 'Japanese food', 'Italian food', 'Chinese food', 'Reading', 'Gaming', 'Writing', 'Photography', 'Cooking', 'Partying']	@witzelfitz	['Web Dev', 'UI/UX Design', 'Crypto', 'Education', 'Blogging', 'Community', 'Marketing']	Master's Degree	12	6	1	1
3673			@binario	['Software Dev']		1	1	0	0
3674			@oricoh			0	0	1	4
3675			@alexmiddel	['Startup Founder', 'Marketing']		0	0	2	4
3676			@micksalas			31	18	0	0
3677			@andrewtransini			9	4	0	0
3678		['Yoga']	@astroboysoup			0	0	2	4
3679			@arman	['Startup Founder']		16	7	9	4
3680	"[""Master's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Eating meat', 'Eating fish', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Tennis', 'Reading', 'Extrovert', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Writing', 'Dancing', 'Partying', 'Urbex', 'Feminism', 'Progressive politics']	@gregmanko	['Startup Founder', 'Finance', 'Creative', 'Marketing']	Master's Degree	12	8	0	0
3681			@madebykeegan			1	1	0	0
3682			@msalissa_j	['Coach']		0	0	0	5
3683			@slavochek	['Startup Founder']		3	2	0	0
3684			@ivandequito	['Startup Founder']		0	0	0	2
3685			@kfritz52			5	4	0	0
3686			@jamesonzimmer			1	1	0	0
3687			@totallyorangeja			1	1	0	0
3688			@rbndickson			1	1	2	3
3689		['Writing']	@daedtech			0	0	10	3
3690			@edusantorini			10	6	0	1
3691		['Outdoors']	@stevechadaway	['Web Dev', 'Startup Founder']		6	5	0	2
3692	['High School']	['Waking up early', 'Staying up late', 'Dogs', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Crossfit', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Spiritual', 'Diving', 'Surfing', 'Kitesurfing', 'Swimming', 'Running', 'Cycling', 'Motorcycling', 'Sailing', 'Skateboarding', 'Snowboarding', 'Skiing', 'Fight sports', 'Football', 'Race sports', 'Golf', 'Reading', 'Gaming', 'Extrovert', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Photography', 'Film making', 'Backpacking', 'Partying', 'Conservative politics']	@joeyfenny	['Web Dev', 'Software Dev', 'UI/UX Design', 'Startup Founder', 'Finance', 'Crypto', 'Product Manager', 'Creative', 'Data', 'Fitness', 'Community', 'Marketing', 'Sales', 'Ecommerce', 'SaaS', 'Geo', 'Sports', 'Logistics', 'Architecture']	High School	16	8	0	1
