	education	like	username	work	edu_str	cities	countries	followers	following
474		['Waking up early', 'Staying up late', 'Dogs', 'Coffee', 'Wine', 'Beer', 'Eating fish', 'Vegetarian', 'Pescetarian', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Fitness', 'Spiritual', 'Reading', 'Beach', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Photography', 'Film making', 'Cooking', 'Drawing', 'Backpacking', 'Vanlife', 'Dancing', 'Partying', 'Feminism']	@kaushal	['UI/UX Design', 'Creative', 'Blogging']		49	19	14	17
475			@kocsmy	['UI/UX Design', 'Startup Founder']		7	7	37	40
476	"[""Bachelor's Degree""]"	['Waking up early', 'Dogs', 'Coffee', 'Paleo', 'Crossfit', 'Climbing', 'Yoga', 'Diving', 'Surfing', 'Swimming', 'Motorcycling', 'Reading', 'Philosophy', 'Writing', 'Photography', 'Cooking']	@jonnym1ller	['Startup Founder', 'Education', 'Creative', 'Blogging', 'Coach', 'Marketing']	Bachelor's Degree	7	5	37	24
477			@coffeejunk			0	0	14	32
478			@primoz	['Web Dev']		5	4	2	5
479			@thedesignnomad	['UI/UX Design', 'Startup Founder']		0	0	124	15
480			@pedrombafonso			0	0	4	6
481			@sendar			1	1	6	16
482			@brody	['Startup Founder']		7	3	11	28
483			@devar			4	3	2	4
484	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Climbing', 'Swimming', 'Reading', 'Gaming', 'Beach', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Writing', 'Cooking', 'Backpacking', 'Dancing', 'Partying']	@theunixbeard	['Web Dev', 'Startup Founder', 'SaaS']	Bachelor's Degree	18	15	4	16
485			@filipeteles			0	0	0	4
486			@haskellandchill			8	6	54	86
487			@davidnagy			10	9	21	40
488			@darren	['UI/UX Design', 'Startup Founder']		5	3	99	24
489			@johndbritton	['Education']		2	2	38	14
490			@magalhini	['Web Dev']		1	1	12	14
491			@jessehanley	['Startup Founder', 'Marketing', 'Sales', 'Ecommerce']		42	26	195	50
492			@thebluehouse_io	['Startup Founder']		0	0	22	17
493			@nickyborry	['Community', 'Marketing']		15	13	32	32
494			@joelgascoigne	['Startup Founder']		5	5	503	123
495		['Photography']	@damirkotoric	['UI/UX Design']		4	4	10	11
496	"[""Bachelor's Degree""]"	['Wine', 'Beer', '420', 'Hiking', 'Climbing', 'Outdoors', 'Swimming', 'Reading', 'Introvert', 'Beach', 'Movies', 'Film making', 'Backpacking', 'Partying', 'Progressive politics']	@voskovek		Bachelor's Degree	33	21	8	5
497			@jeffblettner			1	1	9	19
498			@vconde			4	3	2	6
499		['Staying up late', 'Cocktails', 'Drinking alcohol', 'Korean food', 'Japanese food', 'Mexican food', 'Hiking', 'Cycling', 'History', 'Electronic music', 'Photography', 'Urbex', 'Feminism', 'Progressive politics']	@x3nome	['Web Dev', 'UI/UX Design', 'Startup Founder', 'Blogging']		22	11	24	14
500			@isaak	['Startup Founder', 'Community']		0	0	7	10
501	"[""Master's Degree""]"	['Waking up early', 'Staying up late', 'Dogs', 'Tea', 'Coffee', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Vegan', 'Vegetarian', 'Japanese food', 'Mexican food', 'Italian food', 'Hiking', 'Outdoors', 'Motorcycling', 'Fight sports', 'Reading', 'Gaming', 'Introvert', 'Documentaries', 'Movies', 'Electronic music', 'Cooking', 'Backpacking', 'Dancing', 'Partying']	@billey_b	['Mobile Dev', 'Crypto']	Master's Degree	25	14	5	10
502			@soundseeka			0	0	0	6
503			@scottyallen			28	16	22	11
504	"[""Bachelor's Degree""]"	['Coffee', 'Cocktails', 'Beer', 'Drinking alcohol', 'Eating meat', 'Mexican food', 'Italian food', 'Chinese food', 'Fitness', 'Surfing', 'Football', 'Race sports', 'Reading', 'Introvert', 'Beach', 'Movies', 'Acoustic music', 'Photography', 'Urbex']	@gijsheerkens	['Startup Founder', 'Crypto', 'Product Manager', 'Blogging', 'Data', 'Fitness', 'Marketing', 'Ecommerce', 'SaaS', 'Support']	Bachelor's Degree	9	7	13	16
505			@simplgy			2	2	8	27
506			@karlbecker_com	['Startup Founder']		6	6	5	4
507			@brrrger			8	5	8	11
508			@mayel2b	['Startup Founder']		2	2	13	19
509			@jitowix			0	0	6	22
510			@pedronunes			1	1	8	30
511			@joseclimaco			14	8	4	14
512	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Cats', 'Dogs', 'Coffee', 'No alcohol', 'Fitness', 'Outdoors', 'Surfing', 'Reading', 'Beach', 'Writing']	@mathijs	['Web Dev', 'Software Dev']	High School, Bachelor's Degree, Master's Degree	5	5	3	12
513	"[""Bachelor's Degree""]"	['Coffee', 'Beer', '420', 'Paleo', 'Eating fish', 'Fitness', 'Kitesurfing', 'Tennis', 'Third Culture Kid', 'Cooking']	@10kjuan	['Education', 'Coach']	Bachelor's Degree	29	15	18	13
514			@pezmc	['Web Dev', 'Startup Founder']		13	2	3	4
515			@quinnzeda	['Startup Founder']		3	2	20	22
516			@ibobriakov	['Startup Founder', 'Data']		2	1	0	6
517			@rxs	['Startup Founder', 'Marketing']		11	10	16	15
518		['Diving']	@nomadbound	['Startup Founder', 'Marketing']		4	4	12	11
519			@cesarf			29	15	3	10
520			@hmigneron	['Web Dev']		3	3	3	3
521			@neilsteel			22	18	5	5
522			@adrienjs	['Startup Founder', 'Blogging']		2	2	39	19
523			@davidlorincz			6	3	11	4
524			@stevenp	['Mobile Dev']		3	1	4	4
525			@andregussekloo			4	2	37	41
526			@eduardocruz	['Startup Founder']		12	4	2	3
527			@kangasjuha	['Game Dev']		12	12	3	3
528			@kaylibarth			6	6	32	25
529	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Cats', 'Dogs', 'Tea', 'No alcohol', 'Eating meat', 'Eating fish', 'Japanese food', 'Italian food', 'Fitness', 'Hiking', 'Climbing', 'Outdoors', 'Yoga', 'Spiritual', 'Surfing', 'Swimming', 'Running', 'Cycling', 'Sailing', 'Snowboarding', 'Fight sports', 'Reading', 'Introvert', 'Beach', 'History', 'Documentaries', 'Philosophy', 'Movies', 'Acoustic music', 'Electronic music', 'Photography', 'Cooking', 'Drawing', 'Backpacking', 'Vanlife', 'Dancing']	@gawin	['Web Dev', 'Software Dev', 'Mobile Dev', 'UI/UX Design', 'Startup Founder', 'Finance', 'Product Manager', 'Education', 'Creative', 'Coach', 'Data', 'Fitness', 'Community', 'Ecommerce', 'SaaS', 'Support', 'Geo', 'Sports', 'Architecture']	High School, Bachelor's Degree, Master's Degree	1	1	17	33
530			@codepreneur			5	4	10	13
531			@klavs			2	1	2	10
532			@tapsmurove			2	2	2	5
533			@danielrelich	['Startup Founder']		6	6	7	6
534			@rizale	['UI/UX Design', 'Startup Founder']		0	0	13	12
535	"['High School', ""Bachelor's Degree"", ""Master's Degree""]"	['Waking up early', 'Dogs', 'Cocktails', 'Wine', 'Drinking alcohol', 'Eating fish', 'Vegan', 'Vegetarian', 'Pescetarian', 'Japanese food', 'Italian food', 'Fitness', 'Spiritual', 'Extrovert', 'Introvert', 'Third Culture Kid', 'Beach', 'Shopping', 'Documentaries', 'Movies', 'Writing', 'Partying']	@eduardoborges	['Startup Founder', 'Finance', 'Product Manager', 'Education', 'Blogging', 'Coach', 'Data', 'Fitness', 'Community', 'Marketing', 'Sales', 'Ecommerce', 'Sports', 'Hospitality']	High School, Bachelor's Degree, Master's Degree	56	29	18	28
536			@ferhatdegirmenc	['Software Dev']		2	1	0	1
537			@sam			2	2	1	5
538			@ailaastrs			13	5	4	3
539		['Photography']	@marcoschwartz	['Startup Founder', 'Blogging']		1	1	5	2
540			@orestzub			0	0	4	3
541			@gohemisphered			0	0	9	12
542		['Writing']	@gigigriffis	['Blogging']		5	4	60	19
543			@tolicious			8	3	4	3
544			@tylertringas	['Startup Founder']		10	8	100	26
545			@sebastianhub			6	5	19	28
546	"[""Bachelor's Degree""]"	['Staying up late', 'Tea', 'No alcohol', 'Outdoors', 'Diving', 'Cycling', 'Football', 'Introvert', 'Beach', 'Movies', 'Acoustic music', 'Photography', 'Backpacking']	@wfxyz	['Web Dev', 'SaaS']	Bachelor's Degree	32	14	13	15
547			@billyb			4	3	17	23
548			@attila			2	2	5	5
549			@keewonma			3	3	9	10
550			@keybrownhill			6	4	1	1
551			@replay			185	45	31	14
552			@franzolka			14	10	1	1
553			@hyeon_ss			13	5	2	2
554		['Tea']	@alphonse86	['Web Dev']		6	4	8	17
555		['Climbing']	@lesly	['Startup Founder']		4	3	7	6
556			@tommoor	['Startup Founder']		0	0	80	61
557			@vladgsk	['Data', 'Marketing', 'Sales']		6	5	3	2
558		['Writing']	@josh_koch	['Politics']		4	3	0	2
559		['Cats']	@unfulvio			16	8	17	13
560			@leisoes			4	2	3	8
561		['Outdoors']	@alexbegey	['Startup Founder']		22	9	3	9
562	"[""Bachelor's Degree""]"	['Cats', 'Tea', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', 'Reading', 'Beach', 'Documentaries', 'Movies', 'Acoustic music', 'Photography', 'Feminism', 'Progressive politics']	@christianoliveira	['Blogging', 'Marketing']	Bachelor's Degree	77	21	17	27
563			@sheplaysdafield			0	0	0	1
564			@logankoester			10	5	4	5
565			@silveruby	['UI/UX Design']		13	9	2	1
566			@piazza_chris	['Mobile Dev', 'Startup Founder']		6	6	8	2
567			@matevaltr	['Software Dev', 'Startup Founder']		2	2	2	3
568			@chilladx	['Software Dev', 'Startup Founder']		35	15	7	6
569			@mrgusev	['Web Dev']		11	6	1	3
570		['Vegan']	@haxpor			12	5	20	20
571	"[""Bachelor's Degree""]"	['Staying up late', 'Cats', 'Dogs', 'Samoyeds', 'Tea', 'Coffee', 'Cocktails', 'Wine', 'Beer', 'Drinking alcohol', '420', 'Eating meat', 'Eating fish', 'Korean food', 'Japanese food', 'Mexican food', 'Italian food', 'Chinese food', 'Hiking', 'Climbing', 'Outdoors', 'Surfing', 'Swimming', 'Running', 'Snowboarding', 'Skiing', 'Golf', 'Reading', 'Gaming', 'Beach', 'History', 'Documentaries', 'Movies', 'Electronic music', 'Backpacking', 'Vanlife', 'Progressive politics']	@mikerogers0	['Web Dev', 'Software Dev', 'Startup Founder', 'Data', 'Community', 'SaaS', 'Geo']	Bachelor's Degree	36	17	43	55
